10/selected/2341509.java,1,731,10/selected/683159.java,1,731
10/selected/1326956.java,1,86,10/selected/1369800.java,1,87
10/selected/1326956.java,1,86,10/selected/816451.java,1,87
10/selected/2088183.java,1,99,10/selected/212143.java,1,99
10/selected/999902.java,1,194,10/selected/1540543.java,1,188
10/selected/1360561.java,1,200,10/selected/1540543.java,1,188
10/selected/2121908.java,1,1018,10/selected/249879.java,1,1018
10/selected/1956657.java,1,151,10/selected/943421.java,1,151
10/selected/2341509.java,19,731,10/selected/683159.java,19,731
10/selected/1326956.java,7,86,10/selected/1369800.java,7,87
10/selected/1326956.java,7,86,10/selected/816451.java,7,87
10/selected/2121908.java,23,1018,10/selected/249879.java,23,1018
10/selected/1956657.java,25,151,10/selected/943421.java,25,151
10/selected/2341509.java,19,731,10/selected/683159.java,19,731
10/selected/1326956.java,7,86,10/selected/1369800.java,7,87
10/selected/1326956.java,7,86,10/selected/816451.java,7,87
10/selected/2121908.java,23,1018,10/selected/249879.java,23,1018
10/selected/1956657.java,25,151,10/selected/943421.java,25,151
10/selected/2256163.java,32,54,10/selected/1596202.java,34,56
10/selected/480841.java,97,128,10/selected/480841.java,227,258
10/selected/2256163.java,186,207,10/selected/2256163.java,209,230
10/selected/2330749.java,409,424,10/selected/2330749.java,426,441
10/default/58326.java,18,41,10/default/52984.java,57,80
10/selected/2121908.java,667,725,10/selected/249879.java,667,725
10/selected/1085000.java,112,155,10/selected/1085000.java,157,200
10/selected/988977.java,473,511,10/selected/1463681.java,189,228
10/selected/945349.java,22,65,10/selected/945349.java,67,110
10/default/58326.java,18,41,10/default/97964.java,57,80
10/selected/2012687.java,649,688,10/selected/2012687.java,696,734
10/selected/1991936.java,254,293,10/selected/1991936.java,295,333
10/selected/1085000.java,157,200,10/selected/120109.java,110,153
10/selected/1500836.java,203,332,10/selected/1500836.java,465,593
10/default/58326.java,18,41,10/default/51911.java,57,80
10/selected/1704407.java,127,174,10/selected/1704407.java,176,222
10/selected/515961.java,88,109,10/selected/515961.java,250,271
10/selected/1402682.java,802,835,10/selected/1402682.java,891,925
10/selected/1939572.java,136,161,10/selected/1266160.java,160,185
10/selected/2025864.java,79,112,10/selected/2025864.java,114,145
10/selected/1939572.java,109,134,10/selected/1266160.java,133,158
10/selected/1161571.java,1151,1183,10/selected/2673703.java,1168,1200
10/selected/1080768.java,117,151,10/selected/1080768.java,153,186
10/selected/2341509.java,227,343,10/selected/683159.java,227,343
10/selected/2390876.java,275,340,10/selected/2224624.java,229,290
10/selected/1326956.java,49,85,10/selected/816451.java,49,86
10/selected/1500836.java,334,463,10/selected/1500836.java,465,593
10/default/58326.java,18,41,10/default/58395.java,57,80
10/selected/1956657.java,33,69,10/selected/943421.java,33,69
10/selected/1991936.java,161,201,10/selected/1991936.java,254,293
10/selected/2012687.java,453,489,10/selected/2012687.java,497,532
10/default/58326.java,18,41,10/default/16109.java,57,80
10/selected/2645034.java,111,154,10/selected/120109.java,110,153
10/selected/1179801.java,34,56,10/selected/1596202.java,34,56
10/selected/1926814.java,1740,1778,10/selected/1926814.java,1793,1831
10/selected/978099.java,280,349,10/selected/978099.java,357,426
10/selected/2673703.java,1168,1200,10/selected/2019686.java,1199,1231
10/default/58326.java,18,41,10/default/12832.java,57,80
10/selected/1179801.java,34,56,10/selected/1244579.java,34,56
10/default/58326.java,18,41,10/default/50301.java,57,80
10/selected/988977.java,473,511,10/selected/1232868.java,199,238
10/default/58326.java,18,41,10/default/42899.java,57,80
10/default/58326.java,18,41,10/default/103760.java,57,80
10/selected/1326956.java,49,85,10/selected/1369800.java,49,86
10/selected/2256163.java,32,54,10/selected/1244579.java,34,56
10/default/58326.java,18,41,10/default/109894.java,57,80
10/selected/1761885.java,110,153,10/selected/120109.java,110,153
10/default/58326.java,18,41,10/default/15247.java,57,80
10/selected/2596627.java,75,91,10/selected/2596627.java,112,128
10/selected/1402682.java,802,835,10/selected/1402682.java,846,880
10/selected/2462101.java,455,497,10/selected/2462101.java,499,540
10/selected/1691250.java,80,97,10/selected/2988.java,172,189
10/selected/1991936.java,254,293,10/selected/1991936.java,295,333
10/selected/2341509.java,227,343,10/selected/683159.java,227,343
10/selected/1956657.java,33,69,10/selected/943421.java,33,69
10/selected/988977.java,473,511,10/selected/1232868.java,199,238
10/selected/1691250.java,80,97,10/selected/2988.java,172,189
10/selected/515961.java,88,109,10/selected/515961.java,250,271
10/default/58326.java,18,41,10/default/42899.java,57,80
10/selected/1926814.java,1740,1778,10/selected/1926814.java,1793,1831
10/selected/2330749.java,409,424,10/selected/2330749.java,426,441
10/default/58326.java,18,41,10/default/97964.java,57,80
10/selected/1085000.java,157,200,10/selected/120109.java,110,153
10/default/58326.java,18,41,10/default/52984.java,57,80
10/default/58326.java,18,41,10/default/51911.java,57,80
10/selected/1939572.java,109,134,10/selected/1266160.java,133,158
10/selected/2012687.java,649,688,10/selected/2012687.java,696,734
10/selected/1326956.java,49,85,10/selected/816451.java,49,86
10/selected/2462101.java,455,497,10/selected/2462101.java,499,540
10/selected/1402682.java,802,835,10/selected/1402682.java,891,925
10/default/58326.java,18,41,10/default/16109.java,57,80
10/selected/480841.java,97,128,10/selected/480841.java,227,258
10/selected/1704407.java,127,174,10/selected/1704407.java,176,222
10/selected/2673703.java,1168,1200,10/selected/2019686.java,1199,1231
10/selected/2256163.java,186,207,10/selected/2256163.java,209,230
10/selected/988977.java,473,511,10/selected/1463681.java,189,228
10/selected/2025864.java,79,112,10/selected/2025864.java,114,145
10/selected/978099.java,280,349,10/selected/978099.java,357,426
10/selected/1939572.java,136,161,10/selected/1266160.java,160,185
10/selected/2390876.java,275,340,10/selected/2224624.java,229,290
10/default/58326.java,18,41,10/default/50301.java,57,80
10/selected/2256163.java,32,54,10/selected/1596202.java,34,56
10/selected/1326956.java,49,85,10/selected/1369800.java,49,86
10/selected/2121908.java,667,725,10/selected/249879.java,667,725
10/default/58326.java,18,41,10/default/58395.java,57,80
10/selected/1761885.java,110,153,10/selected/120109.java,110,153
10/default/58326.java,18,41,10/default/12832.java,57,80
10/selected/1402682.java,802,835,10/selected/1402682.java,846,880
10/default/58326.java,18,41,10/default/15247.java,57,80
10/selected/1161571.java,1151,1183,10/selected/2673703.java,1168,1200
10/default/58326.java,18,41,10/default/103760.java,57,80
10/default/58326.java,18,41,10/default/109894.java,57,80
10/selected/2596627.java,75,91,10/selected/2596627.java,112,128
10/selected/2256163.java,32,54,10/selected/1244579.java,34,56
10/selected/1991936.java,161,201,10/selected/1991936.java,254,293
10/selected/1085000.java,112,155,10/selected/1085000.java,157,200
